question_type,body_system,question_text,option_1,option_2,option_3,option_4,option_5,option_6,option_7
1,Respiratory,"The _______ prevents collapse of the trachea, and the _______ allows vocalization.",Cartilage rings,Vocal cords,Diaphragm,Nose,Bronchi,Larynx,Alveoli
1,Respiratory,"The _______ controls diaphragm movement, and the _______ helps regulate breathing rate.",Brainstem,Medulla oblongata,Cerebellum,Nose,Lungs,Trachea,Larynx
1,Nervous,"The _______ links the two brain hemispheres, while the _______ controls voluntary movement.",Corpus Callosum,Cerebrum,Cerebellum,Brainstem,Medulla Oblongata,Hypothalamus,Amygdala
1,Nervous,"The _______ carries signals away from a neuron, and the _______ receives incoming signals.",Axon,Dendrite,Soma,Synapse,Glial cell,Myelin sheath,Nucleus
1,Nervous,"The _______ manages coordination and balance, and the _______ controls breathing and heart rate.",Cerebellum,Medulla Oblongata,Brainstem,Cerebrum,Spinal cord,Corpus Callosum,Hypothalamus
1,Nervous,"The _______ regulates body temperature, while the _______ connects the nervous system to the endocrine system.",Hypothalamus,Pituitary Gland,Cerebrum,Medulla Oblongata,Thalamus,Corpus Callosum,Brainstem
1,Nervous,"The _______ interprets visual information, and the _______ processes sound.",Occipital lobe,Temporal lobe,Frontal lobe,Parietal lobe,Cerebellum,Brainstem,Thalamus
1,Nervous,"The _______ carries messages between the body and brain, while the _______ protects these pathways.",Spinal cord,Vertebrae,Cerebrum,Brainstem,Meninges,Corpus Callosum,Thalamus
1,Nervous,"The _______ is responsible for conscious thought, and the _______ helps filter sensory information.",Cerebrum,Thalamus,Brainstem,Cerebellum,Amygdala,Hypothalamus,Axon
1,Nervous,"The _______ controls fear and emotional responses, while the _______ is important for memory formation.",Amygdala,Hippocampus,Cerebrum,Cerebellum,Brainstem,Thalamus,Spinal cord
1,Nervous,"The _______ is the gap where neurotransmitters cross, and the _______ covers and insulates axons.",Synapse,Myelin sheath,Axon,Dendrite,Soma,Corpus Callosum,Brainstem
1,Nervous,"The _______ initiates voluntary muscle movements, and the _______ processes touch sensation.",Frontal lobe,Parietal lobe,Temporal lobe,Occipital lobe,Brainstem,Cerebellum,Thalamus
1,Skeletal,"The _______ allows for rotation of the head, while the _______ supports the lower back.",Atlas,Lumbar vertebrae,Femur,Tibia,Ribcage,Sternum,Sacrum
1,Skeletal,"The _______ is found in the upper arm, and the _______ is found in the forearm.",Humerus,Radius,Ulna,Femur,Tibia,Clavicle,Pelvis
1,Skeletal,"The _______ protects the heart, and the _______ protects the lungs.",Ribcage,Sternum,Clavicle,Spine,Scapula,Mandible,Femur
1,Skeletal,"The _______ connects the shoulder to the sternum, and the _______ is the shoulder blade.",Clavicle,Scapula,Sternum,Ribcage,Radius,Tibia,Pelvis
1,Skeletal,"The _______ is located in the thigh, and the _______ is the shinbone.",Femur,Tibia,Fibula,Radius,Ulna,Patella,Sacrum
1,Skeletal,"The _______ consists of 33 bones, while the _______ is made of 3 fused bones.",Spine,Sacrum,Skull,Ribcage,Clavicle,Sternum,Mandible
1,Skeletal,"The _______ enables chewing, and the _______ forms the lower jaw.",Teeth,Mandible,Skull,Radius,Femur,Ulna,Tibia
1,Skeletal,"The _______ is the movable part of the skull, and the _______ protects the brain.",Mandible,Skull,Clavicle,Ribcage,Spine,Sternum,Radius
1,Skeletal,"The _______ forms the sides of the cranium, while the _______ is located at the back.",Temporal bone,Occipital bone,Frontal bone,Mandible,Sternum,Clavicle,Femur
1,Skeletal,"The _______ connects to the pelvic girdle, and the _______ bears the most body weight.",Sacrum,Femur,Tibia,Pelvis,Radius,Ulna,Skull
1,Muscular,"The _______ flexes the elbow, while the _______ extends it.",Biceps,Triceps,Pectoralis,Deltoid,Gastrocnemius,Hamstrings,Quadriceps
1,Muscular,"The _______ raises the arm sideways, and the _______ helps rotate it.",Deltoid,Rotator cuff,Biceps,Pectoralis,Trapezius,Sternocleidomastoid,Gastrocnemius
1,Muscular,"The _______ covers the chest, while the _______ is located at the back.",Pectoralis Major,Trapezius,Deltoid,Latissimus dorsi,Hamstrings,Gastrocnemius,Sternocleidomastoid
1,Muscular,"The _______ helps with knee extension, and the _______ flexes the knee.",Quadriceps,Hamstrings,Gastrocnemius,Biceps,Triceps,Deltoid,Pectoralis
1,Muscular,"The _______ contracts during inhalation, and the _______ expand the ribcage.",Diaphragm,Intercostal muscles,Sternocleidomastoid,Pectoralis,Triceps,Biceps,Hamstrings
1,Muscular,"The _______ forms part of the calf, and the _______ aids in ankle movement.",Gastrocnemius,Soleus,Tibialis anterior,Hamstrings,Quadriceps,Trapezius,Sternocleidomastoid
1,Muscular,"The _______ enables chewing, while the _______ allows smiling.",Masseter,Zygomaticus,Orbicularis oris,Trapezius,Frontalis,Deltoid,Biceps
1,Muscular,"The _______ stabilizes the shoulder blade, and the _______ rotates the neck.",Trapezius,Sternocleidomastoid,Deltoid,Biceps,Pectoralis,Gastrocnemius,Triceps
1,Muscular,"The _______ compresses the abdominal contents, while the _______ flexes the torso.",Rectus abdominis,Obliques,Transversus abdominis,Trapezius,Sternocleidomastoid,Hamstrings,Gastrocnemius
1,Muscular,"The _______ muscles are found at the front of the thigh, and the _______ are found at the back.",Quadriceps,Hamstrings,Gastrocnemius,Biceps,Triceps,Deltoid,Soleus
1,Circulatory,"The _______ carries blood away from the heart, while the _______ brings it back.",Artery,Vein,Capillary,Aorta,Atrium,Ventricle,Valve
1,Circulatory,"The _______ separates oxygenated and deoxygenated blood, and the _______ ensures one-way flow.",Septum,Valve,Atrium,Aorta,Capillary,Vein,Ventricle
1,Circulatory,Blood moves from the _______ to the _______ during heart contraction.,Atrium,Ventricle,Artery,Vein,Capillary,Aorta,Pulmonary vein
1,Circulatory,"The _______ is the largest artery, while the _______ is the largest vein.",Aorta,Vena Cava,Pulmonary artery,Capillary,Atrium,Valve,Septum
1,Circulatory,"Oxygenated blood enters the heart through the _______, and exits through the _______.",Pulmonary vein,Aorta,Vena cava,Pulmonary artery,Atrium,Ventricle,Valve
1,Circulatory,"The _______ valve controls blood from right atrium to right ventricle, while the _______ valve controls left-side flow.",Tricuspid,Mitral,Pulmonary,Aortic,Septum,Capillary,Vein
1,Circulatory,"_______ allow for exchange of nutrients, while _______ collect blood from them.",Capillaries,Venules,Arteries,Veins,Aorta,Atrium,Valve
1,Circulatory,"The _______ pumps deoxygenated blood to the lungs, and the _______ pumps oxygenated blood to the body.",Right ventricle,Left ventricle,Aorta,Vein,Capillary,Atrium,Septum
1,Circulatory,"The _______ separates the two ventricles, and the _______ separates the two atria.",Interventricular septum,Interatrial septum,Aorta,Valve,Atrium,Vena cava,Artery
1,Circulatory,"Blood leaves the left ventricle through the _______, and enters tissues through _______.",Aorta,Capillaries,Veins,Pulmonary artery,Atrium,Ventricle,Valve
1,Digestive,"The _______ begins chemical digestion, and the _______ begins mechanical digestion.",Saliva,Teeth,Mouth,Stomach,Pancreas,Liver,Small intestine
1,Digestive,"The _______ produces digestive enzymes, and the _______ produces bile.",Pancreas,Liver,Stomach,Gallbladder,Small intestine,Esophagus,Rectum
1,Digestive,"_______ stores bile, and _______ neutralizes stomach acid.",Gallbladder,Pancreas,Liver,Small intestine,Esophagus,Stomach,Mouth
1,Digestive,"The _______ absorbs water, and the _______ absorbs most nutrients.",Large intestine,Small intestine,Stomach,Liver,Esophagus,Pancreas,Gallbladder
1,Digestive,"The _______ connects mouth to stomach, and the _______ mixes food with gastric juices.",Esophagus,Stomach,Liver,Small intestine,Pancreas,Large intestine,Rectum
1,Digestive,"The _______ releases bile into the small intestine, and the _______ releases pancreatic juice.",Gallbladder,Pancreas,Liver,Stomach,Esophagus,Large intestine,Mouth
1,Digestive,"The _______ initiates swallowing, and the _______ prevents food from entering the windpipe.",Tongue,Epiglottis,Esophagus,Pharynx,Trachea,Larynx,Small intestine
1,Digestive,"The _______ continues digestion after the stomach, and the _______ compacts waste.",Small intestine,Large intestine,Esophagus,Rectum,Liver,Pancreas,Stomach
1,Digestive,"The _______ breaks down proteins, and the _______ emulsifies fats.",Stomach,Bile,Pancreas,Liver,Mouth,Saliva,Esophagus
1,Digestive,"The _______ completes mechanical digestion, and the _______ continues chemical digestion.",Teeth,Stomach,Mouth,Small intestine,Liver,Pancreas,Esophagus
1,Respiratory,"The _______ filters air, and the _______ humidifies it.",Nose,Mucous membranes,Pharynx,Larynx,Trachea,Bronchi,Alveoli
1,Respiratory,"The _______ splits into two bronchi, while the _______ houses the vocal cords.",Trachea,Larynx,Bronchi,Pharynx,Alveoli,Nose,Diaphragm
1,Respiratory,"The _______ contracts during inhalation, and the _______ relaxes during exhalation.",Diaphragm,Intercostal muscles,Lungs,Bronchioles,Alveoli,Pharynx,Larynx
1,Respiratory,"Oxygen diffuses into the _______ first, and then into _______.",Alveoli,Capillaries,Bronchi,Trachea,Nose,Larynx,Pharynx
1,Respiratory,"The _______ encloses the lungs, while the _______ reduces friction.",Pleura,Serous fluid,Diaphragm,Bronchi,Larynx,Trachea,Nose
1,Respiratory,"The _______ directs air into the lungs, while the _______ prevents food entry into the airway.",Trachea,Epiglottis,Larynx,Bronchi,Alveoli,Pharynx,Nose
1,Respiratory,"The _______ warms inhaled air, and the _______ aids voice production.",Nose,Larynx,Pharynx,Trachea,Bronchi,Alveoli,Diaphragm
1,Respiratory,"The _______ splits into smaller bronchioles, while the _______ allow gas exchange.",Bronchi,Alveoli,Trachea,Larynx,Nose,Pharynx,Diaphragm
1,Respiratory,"The _______ carries air to the lungs, and the _______ carry air to each lung lobe.",Trachea,Bronchi,Alveoli,Pharynx,Nose,Larynx,Pleura
1,Respiratory,"The _______ is involved in gas exchange, and the _______ moves air in and out.",Alveoli,Diaphragm,Nose,Bronchi,Trachea,Larynx,Pharynx
